,Date,Close,Open,High,Low,Volume,Change,date,open,close,high,low,volume,close_ma5,volume_ma5,close_ma5_ratio,volume_ma5_ratio,close_ma10,volume_ma10,close_ma10_ratio,volume_ma10_ratio,close_ma20,volume_ma20,close_ma20_ratio,volume_ma20_ratio,close_ma60,volume_ma60,close_ma60_ratio,volume_ma60_ratio,close_ma120,volume_ma120,close_ma120_ratio,volume_ma120_ratio,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,volume_lastvolume_ratio,mbb,stddev,ubb,lbb,perb,bw,MACD_short,MACD_long,MACD,MACD_signal,MACD_ratio,U,D,RSI,Stochastic,slow_k,slow_d
0,2010-01-04,10583.96,10430.69,10604.97,10430.69,179780000.0,0.015,20100104,10430.69,10583.96,10604.97,10430.69,179780000.0,10530.602,124556000.0,0.005066946789936449,0.4433668390121712,10484.751,156754000.0,0.009462218034553126,0.1468925832833612,10441.465,188006500.0,0.013647031331331282,-0.043756465866871624,10224.647166666666,204737666.66666666,0.035141832033552006,-0.12190070871179863,9810.207666666667,207054333.33333334,0.0788721665864836,-0.13172548912282286,0.00025316334309878044,0.001985079308689774,-0.014481347246210174,0.014951021523678911,0.3033202841815282,10441.465,85.45196351359058,10612.36892702718,10270.56107297282,0.9168594422728371,0.03273559090591713,10466.4075,10432.264230769231,34.143269230768055,21.332172364671553,1.5998028995064535,155.90999999999985,0.0,3.800284545616242,93.8372229388999,93.8372229388999,78.55080565750804
1,2010-01-05,10572.02,10584.56,10584.56,10522.52,188540000.0,-0.0011,20100105,10584.56,10572.02,10584.56,10522.52,188540000.0,10535.59,141862000.0,0.003457803502224393,0.329038079260126,10509.064,127600000.0,0.005990638176720603,0.47758620689655173,10450.621000000001,174400500.0,0.011616438869996283,0.08107488223944312,10237.733,204387000.0,0.03265244366111133,-0.07753428544868314,9826.506083333334,206083833.33333334,0.0758676492279517,-0.0851295953184101,5.6689556649908336e-05,0.0011861498559404024,-0.004682170483975626,-0.0011281221773323683,0.04872622093670041,10450.621000000001,89.24938607432404,10629.11977214865,10272.122227851352,0.8400320299643551,0.03416038173171527,10477.315833333332,10436.40346153846,40.91237179487143,25.76559829059766,1.587252072041925,0.0,-11.93999999999869,5.605608003381617,90.33657792893194,90.33657792893194,78.6825912722967
2,2010-01-06,10573.68,10564.72,10594.99,10546.55,186040000.0,0.0002,20100106,10564.72,10573.68,10594.99,10546.55,186040000.0,10541.243999999999,160492000.0,0.0030770561804661306,0.1591855045734367,10525.018,129757000.0,0.004623460026386678,0.4337569456753778,10459.7995,173873500.0,0.010887445787082355,0.06997328517571683,10249.545333333333,204802333.33333334,0.03162429709077178,-0.0916119119736592,9842.021583333333,205829333.33333334,0.07434025728064561,-0.09614437851423838,-0.0006905019097581249,0.0020153815890020777,-0.0025658049042529205,0.00015701824249290621,-0.013259785721862734,10459.7995,92.09281487866076,10643.98512975732,10275.613870242678,0.8091240313094015,0.035217779015444074,10499.434166666668,10446.548076923076,52.88608974359158,31.656481481481226,1.670096811182503,1.6599999999998545,0.0,3.2831196581196473,90.82326726867625,90.82326726867625,91.66568937883609
3,2010-01-07,10606.86,10571.11,10612.37,10505.21,217390000.0,0.0031,20100107,10571.11,10606.86,10612.37,10505.21,217390000.0,10552.914,181938000.0,0.00511195296389224,0.19485758884894855,10539.211,137988000.0,0.006418791691332611,0.5754268487114822,10475.844000000001,173654500.0,0.012506486350884912,0.25185353676409195,10261.563,205778000.0,0.033649552217337696,0.056429744676301644,9857.545916666666,205129166.66666666,0.07601426254240726,0.059771282322114164,-0.00024305634367596796,0.0005194751321314901,-0.009583420541046215,0.0031379803436457593,0.16851214792517738,10475.844000000001,88.0795754083617,10652.003150816725,10299.684849183277,0.8718435317078208,0.033631463519198324,10522.598333333333,10456.62576923077,65.97256410256341,38.548846153845766,1.7109579430706972,33.18000000000029,0.0,2.610534572221556,98.41597796143246,98.41597796143246,93.19194105301362
4,2010-01-08,10618.19,10606.4,10619.4,10554.33,172710000.0,0.0011,20100108,10606.4,10618.19,10619.4,10554.33,172710000.0,10590.942,188892000.0,0.002572764537847664,-0.08566800076234038,10554.386000000002,144013000.0,0.006045259288413201,0.1992667328643942,10489.901000000002,172859500.0,0.012229762702240835,-0.000864864239454586,10274.015166666668,205131333.33333334,0.03349954499288497,-0.15805158971325692,9872.296250000001,204787333.33333334,0.07555423086093058,-0.1566372920200143,-4.336815985135524e-05,0.00011395539164387968,-0.006014207694531796,0.0010681766328583507,-0.20552923317539906,10489.901000000002,87.19272204605967,10664.28644409212,10315.515555907883,0.8678068505067719,0.03324822185662368,10539.6025,10462.264615384616,77.33788461538461,44.88948717948693,1.7224669917993563,11.329999999999927,0.0,1.4325815506727313,99.65683103147616,99.65683103147616,96.29869208719502
5,2010-01-11,10663.99,10620.31,10676.23,10591.59,182050000.0,0.0043,20100111,10620.31,10663.99,10676.23,10591.59,182050000.0,10606.948,189346000.0,0.0053777957617968395,-0.038532633380161184,10568.775,156951000.0,0.009009085726586112,0.15991615217488261,10502.809,172166500.0,0.015346465883555581,0.05740663834137303,10284.817333333334,203418666.66666666,0.0368672242177562,-0.1050477176791379,9886.863333333335,204480166.66666666,0.07860194284739432,-0.10969360516627118,0.0001996573804008952,0.0011477880230570153,-0.006789203665794851,0.004313352840738325,0.05407909211973829,10502.809,93.00695004540655,10688.822900090812,10316.795099909186,0.933224795763537,0.03542170917937612,10556.190833333332,10470.391923076922,85.79891025640973,50.74163105413087,1.6905645882572324,45.79999999999927,0.0,1.4000895255147705,96.46403417619219,96.46403417619219,98.17894772303366
6,2010-01-12,10627.26,10662.86,10663.08,10568.84,219300000.0,-0.0034,20100112,10662.86,10627.26,10663.08,10568.84,219300000.0,10617.996000000001,195498000.0,0.0008724810218424657,0.12175060614430838,10576.793,168680000.0,0.004771484135124944,0.3000948541617263,10510.597,174133000.0,0.011099559806165194,0.25938219636714466,10294.222666666667,202865666.66666666,0.032351868044561465,0.0810109152690533,9901.413333333334,204649250.0,0.0733073796872096,0.07158956116379611,-0.00010596409036385064,0.0033705771760547598,-0.005497183657876072,-0.003444301804484022,0.20461411700082394,10510.597,96.69548006043071,10703.987960120861,10317.206039879138,0.8016040250455485,0.03679919915583592,10569.5925,10480.434615384615,89.15788461538614,56.58471509971504,1.5753747405265242,0.0,-36.72999999999956,1.80142642642642,81.28033632715481,81.28033632715481,92.46706717827443
7,2010-01-13,10680.77,10628.09,10709.26,10614.49,202850000.0,0.005,20100113,10628.09,10680.77,10709.26,10614.49,202850000.0,10639.414,198860000.0,0.0038870561856132082,0.020064366891280296,10590.329,179676000.0,0.008539961317537984,0.128976602328636,10519.583,176557500.0,0.015322565542759622,0.14891749146878497,10305.636999999999,201117000.0,0.03640075814818644,0.00861687475449614,9914.842333333334,204050000.0,0.07725061487782271,-0.0058809115412889,7.810103450935868e-05,0.002667410682937633,-0.006205545105830446,0.005035164285055622,-0.07501139990880074,10519.583,103.84782445032002,10727.278648900641,10311.88735109936,0.8880151575190932,0.03948739250665699,10582.981666666667,10491.660384615385,91.32128205128174,62.93952279202293,1.4507065026210832,53.51000000000022,0.0,1.7913269088213453,90.03984063745033,90.03984063745033,89.26140371359918
8,2010-01-14,10710.55,10680.16,10723.77,10666.86,201320000.0,0.0028,20100114,10680.16,10710.55,10723.77,10666.86,201320000.0,10660.152,195646000.0,0.004727699942739956,0.02900135959845844,10606.533,188792000.0,0.009806880344406587,0.06635874401457689,10532.5105,177245500.0,0.016903804653220993,0.13582573323441216,10315.943000000001,201368333.33333334,0.03825215009427622,-0.00024002449905236638,9928.319916666667,203941750.0,0.07878775965107677,-0.01285538640322543,-5.7111987244419837e-05,0.0012342970248961226,-0.004079155598918701,0.002788188492028087,-0.007542519102785309,10532.5105,110.84877567237447,10754.208051344749,10310.812948655252,0.901516579128479,0.04209772035948066,10596.604166666666,10503.984999999999,92.6191666666673,70.01660256410267,1.3226283051770689,29.779999999998836,0.0,1.6996845684322646,95.59953434225807,95.59953434225807,88.9732371022878
9,2010-01-15,10609.65,10706.99,10709.94,10561.06,362930000.0,-0.0093999999999999,20100115,10706.99,10609.65,10709.94,10561.06,362930000.0,10658.444,233690000.0,-0.004577966539956477,0.553040352603877,10624.693,211291000.0,-0.0014158526745195995,0.7176784624049297,10540.937,184976500.0,0.0065186804550676795,0.9620330150046087,10325.4125,203842166.66666666,0.027527955904909297,0.7804461458334185,9940.829416666667,205492500.0,0.067280158958567,0.7661471829872136,-0.0003323825573849607,0.009452715216807423,-0.0045797929243660395,-0.009420617988805396,0.8027518378700577,10540.937,109.93771710866274,10760.812434217325,10321.061565782675,0.6562394586052396,0.04171834546124274,10601.9575,10516.43423076923,85.5232692307709,75.72549145299188,1.1292363407168773,0.0,-100.89999999999964,4.034059184812967,62.0389156826874,62.0389156826874,82.55943022079866
