Date,Close,Open,High,Low,Volume,Change
2011-11-11,5545.38,5444.82,5548.75,5439.81,715720000.0,0.018500000000000003
2011-11-14,5519.04,5545.38,5575.19,5489.25,687680000.0,-0.004699999999999999
2011-11-15,5517.44,5519.04,5551.38,5428.6,841520000.0,-0.0003
2011-11-16,5509.02,5517.44,5562.91,5450.24,941320000.0,-0.0015
2011-11-17,5423.14,5509.02,5509.02,5366.12,1060000000.0,-0.015600000000000001
2011-11-18,5362.94,5423.14,5423.14,5347.89,826010000.0,-0.0111
2011-11-21,5222.6,5362.94,5362.94,5221.69,952410000.0,-0.0262
2011-11-22,5206.82,5222.6,5281.95,5206.82,914560000.0,-0.003
2011-11-23,5139.78,5206.82,5206.82,5139.78,1010000000.0,-0.0129
2011-11-24,5127.57,5139.78,5184.26,5098.99,856420000.0,-0.0024
2011-11-25,5164.65,5127.57,5200.31,5075.22,733870000.0,0.0072
2011-11-28,5312.76,5164.65,5327.76,5164.65,897910000.0,0.0287
2011-11-29,5337.0,5312.76,5344.18,5272.44,794450000.0,0.0046
2011-11-30,5505.42,5337.0,5538.96,5274.95,1650000000.0,0.0316
2011-12-01,5489.34,5505.42,5553.89,5486.87,939170000.0,-0.0029
2011-12-02,5552.29,5489.34,5595.54,5489.07,984100000.0,0.0115
2011-12-05,5567.96,5552.29,5602.8,5545.93,900660000.0,0.0028000000000000004
2011-12-06,5568.72,5567.96,5592.95,5521.91,857310000.0,0.0001
2011-12-07,5546.91,5568.72,5631.88,5497.96,932150000.0,-0.0039000000000000003
2011-12-08,5483.77,5546.91,5605.27,5483.77,907440000.0,-0.011399999999999999
2011-12-09,5529.21,5483.77,5540.52,5440.86,841430000.0,0.0083
2011-12-12,5427.86,5529.21,5529.21,5427.86,801330000.0,-0.0183
2011-12-13,5490.15,5427.86,5525.96,5413.7,757730000.0,0.0115
2011-12-14,5366.8,5490.15,5490.15,5366.8,860720000.0,-0.0225
2011-12-15,5400.85,5366.8,5434.02,5366.8,803270000.0,0.0063
2011-12-16,5387.34,5400.85,5452.65,5387.34,1270000000.0,-0.0025
2011-12-19,5364.99,5387.34,5410.06,5343.08,632320000.0,-0.0040999999999999995
2011-12-20,5419.6,5364.99,5426.28,5328.67,779730000.0,0.0102
2011-12-21,5389.74,5419.6,5479.19,5371.65,803790000.0,-0.0055000000000000005
2011-12-22,5456.97,5389.74,5469.03,5389.74,610840000.0,0.0125
2011-12-23,5512.7,5456.97,5516.63,5456.97,204750000.0,0.0102
2011-12-28,5507.4,5512.7,5567.86,5490.96,449840000.0,-0.001
2011-12-29,5566.77,5507.4,5566.77,5496.87,325750000.0,0.0108
2011-12-30,5572.28,5566.77,5588.39,5535.2,188110000.0,0.001
2012-01-03,5699.91,5572.28,5699.91,5572.28,778530000.0,0.0229
2012-01-04,5668.45,5699.91,5719.83,5646.36,696940000.0,-0.0055000000000000005
2012-01-05,5624.26,5668.45,5689.33,5614.38,794280000.0,-0.0078000000000000005
2012-01-06,5649.68,5624.26,5682.78,5623.36,705020000.0,0.0045000000000000005
2012-01-09,5612.26,5649.68,5673.82,5604.62,785650000.0,-0.0066
2012-01-10,5696.7,5612.26,5711.89,5612.26,865030000.0,0.015
2012-01-11,5670.82,5696.7,5700.75,5644.75,893410000.0,-0.0045000000000000005
2012-01-12,5662.42,5670.82,5699.57,5640.3,1380000000.0,-0.0015
2012-01-13,5636.64,5662.42,5709.22,5583.45,1320000000.0,-0.0046
2012-01-16,5657.44,5636.64,5662.88,5609.87,672820000.0,0.0037
2012-01-17,5693.95,5657.44,5724.41,5657.44,1230000000.0,0.006500000000000001
2012-01-18,5702.37,5693.95,5709.87,5647.92,792320000.0,0.0015
2012-01-19,5741.15,5702.37,5743.93,5693.16,1400000000.0,0.0068000000000000005
2012-01-20,5728.55,5741.15,5749.77,5721.61,1320000000.0,-0.0022
2012-01-23,5782.56,5728.55,5789.85,5723.09,852460000.0,0.009399999999999999
2012-01-24,5751.9,5782.56,5782.56,5719.86,916100000.0,-0.0053
2012-01-25,5723.0,5751.9,5777.69,5694.05,884690000.0,-0.005
2012-01-26,5795.2,5723.0,5806.24,5722.83,874330000.0,0.0126
2012-01-27,5733.45,5795.2,5795.2,5728.96,790050000.0,-0.010700000000000001
2012-01-30,5671.09,5733.45,5733.45,5651.56,778100000.0,-0.0109
2012-01-31,5681.61,5671.09,5730.32,5671.09,1020000000.0,0.0019
2012-02-01,5790.72,5681.61,5790.72,5680.67,985250000.0,0.0192
2012-02-02,5796.07,5790.72,5809.82,5765.72,967390000.0,0.0009
2012-02-03,5901.07,5796.07,5901.07,5784.23,1160000000.0,0.0181
2012-02-06,5892.2,5901.07,5901.07,5863.55,828460000.0,-0.0015
2012-02-07,5890.26,5892.2,5906.65,5850.49,785340000.0,-0.0003
2012-02-08,5875.93,5890.26,5916.2,5871.33,809270000.0,-0.0024
2012-02-09,5895.47,5875.93,5916.31,5870.55,973460000.0,0.0033
2012-02-10,5852.39,5895.47,5895.47,5839.85,948790000.0,-0.0073
2012-02-13,5905.7,5852.39,5920.09,5852.39,641640000.0,0.0091
2012-02-14,5899.87,5905.7,5920.61,5877.21,832570000.0,-0.001
2012-02-15,5892.16,5899.87,5923.78,5880.62,801550000.0,-0.0013
2012-02-16,5885.38,5892.16,5892.36,5829.38,751180000.0,-0.0012
2012-02-17,5905.07,5885.38,5923.62,5885.38,1100000000.0,0.0033
2012-02-20,5945.25,5905.07,5956.33,5905.07,723670000.0,0.0068000000000000005
2012-02-21,5928.2,5945.25,5948.84,5916.58,846270000.0,-0.0029
2012-02-22,5916.55,5928.2,5937.96,5894.6,872090000.0,-0.002
2012-02-23,5937.89,5916.55,5952.47,5900.5,1070000000.0000001,0.0036
2012-02-24,5935.13,5937.89,5964.02,5925.47,1010000000.0,-0.0005
2012-02-27,5915.55,5935.13,5935.13,5865.85,966770000.0,-0.0033
2012-02-28,5927.91,5915.55,5937.02,5899.99,804670000.0,0.0021
2012-02-29,5871.51,5927.91,5944.75,5871.51,1200000000.0,-0.0095
2012-03-01,5931.25,5871.51,5936.07,5858.85,900750000.0,0.0102
2012-03-02,5911.13,5931.25,5939.97,5908.48,736460000.0,-0.0034000000000000002
2012-03-05,5874.82,5911.13,5911.13,5865.38,873450000.0,-0.0060999999999999995
2012-03-06,5765.8,5874.82,5874.82,5758.42,989890000.0,-0.018600000000000002
2012-03-07,5791.41,5765.8,5801.12,5755.69,859930000.0,0.0044
2012-03-08,5859.73,5791.41,5874.34,5791.41,828110000.0,0.0118
2012-03-09,5887.49,5859.73,5897.6,5842.94,854780000.0,0.004699999999999999
2012-03-12,5892.75,5887.49,5894.07,5860.42,800490000.0,0.0009
2012-03-13,5955.91,5892.75,5957.94,5892.75,761930000.0,0.010700000000000001
2012-03-14,5945.43,5955.91,5989.07,5945.43,1170000000.0,-0.0018
2012-03-15,5940.72,5945.43,5958.17,5919.21,1030000000.0,-0.0008
2012-03-16,5965.58,5940.72,5974.05,5940.72,1830000000.0,0.0042
2012-03-19,5961.11,5965.58,5968.89,5928.45,951070000.0,-0.0007000000000000001
2012-03-20,5891.41,5961.11,5961.11,5876.42,978550000.0,-0.011699999999999999
2012-03-21,5891.95,5891.41,5921.68,5880.79,907210000.0,0.0001
2012-03-22,5845.65,5891.95,5891.95,5825.91,883160000.0,-0.0079
2012-03-23,5854.89,5845.65,5875.73,5801.72,848520000.0,0.0016
2012-03-26,5902.7,5854.89,5913.06,5854.47,722860000.0,0.008199999999999999
2012-03-27,5869.55,5902.7,5941.9,5863.83,1260000000.0,-0.005600000000000001
2012-03-28,5808.99,5869.55,5877.94,5808.99,931500000.0,-0.0103
2012-03-29,5742.03,5808.99,5812.17,5726.5,1080000000.0,-0.0115
2012-03-30,5768.45,5742.03,5782.71,5742.03,990170000.0,0.0046
2012-04-02,5874.89,5768.45,5874.89,5748.63,886250000.0,0.018500000000000003
2012-04-03,5838.34,5874.89,5890.16,5838.34,896430000.0,-0.0062
2012-04-04,5703.77,5838.34,5838.34,5685.65,1170000000.0,-0.023
2012-04-05,5723.67,5703.77,5731.67,5663.32,905680000.0,0.0034999999999999996
2012-04-10,5595.55,5723.67,5723.67,5595.55,1010000000.0,-0.022400000000000003
2012-04-11,5634.74,5595.55,5655.87,5576.37,1130000000.0,0.006999999999999999
2012-04-12,5710.46,5634.74,5727.87,5602.56,1120000000.0,0.0134
2012-04-13,5651.79,5710.46,5710.82,5643.51,830220000.0,-0.0103
2012-04-16,5666.28,5651.79,5707.96,5641.07,1100000000.0,0.0026
2012-04-17,5766.95,5666.28,5773.73,5651.53,856430000.0,0.0178
2012-04-18,5745.29,5766.95,5783.88,5730.91,873960000.0,-0.0038
2012-04-19,5744.55,5745.29,5792.07,5738.11,958390000.0,-0.0001
2012-04-20,5772.15,5744.55,5775.67,5724.2,847830000.0,0.0048
2012-04-23,5665.57,5772.15,5772.15,5637.73,777190000.0,-0.018500000000000003
2012-04-24,5709.49,5665.57,5714.17,5658.49,807900000.0,0.0078000000000000005
2012-04-25,5718.89,5709.49,5745.0,5703.21,859130000.0,0.0016
2012-04-26,5748.72,5718.89,5761.14,5691.72,879960000.0,0.0052
2012-04-27,5777.11,5748.72,5788.99,5707.95,812250000.0,0.0049
2012-04-30,5737.78,5777.11,5792.97,5728.87,784970000.0,-0.0068000000000000005
2012-05-01,5812.23,5737.78,5819.0,5732.16,653610000.0,0.013000000000000001
2012-05-02,5758.11,5812.23,5819.93,5736.7,962320000.0,-0.009300000000000001
2012-05-03,5766.55,5758.11,5800.81,5745.23,788570000.0,0.0015
2012-05-04,5655.06,5766.55,5766.55,5639.79,1010000000.0,-0.019299999999999998
2012-05-08,5554.55,5655.06,5668.09,5550.09,1050000000.0,-0.0178
2012-05-09,5530.05,5554.55,5571.71,5464.41,1010000000.0,-0.0044
2012-05-10,5543.95,5530.05,5566.14,5490.54,847650000.0,0.0025
2012-05-11,5575.52,5543.95,5585.5,5499.27,772580000.0,0.005699999999999999
2012-05-14,5465.52,5575.52,5575.65,5436.69,883930000.0,-0.0197
2012-05-15,5437.62,5465.52,5507.65,5411.82,876370000.0,-0.0051
2012-05-16,5405.25,5437.62,5448.38,5354.0,1030000000.0,-0.006
2012-05-17,5338.38,5405.25,5413.32,5309.75,894670000.0,-0.0124
2012-05-18,5267.62,5338.38,5338.38,5256.61,1230000000.0,-0.013300000000000001
2012-05-21,5304.48,5267.62,5324.36,5253.92,914310000.0,0.006999999999999999
2012-05-22,5403.28,5304.48,5408.65,5304.48,931860000.0,0.018600000000000002
2012-05-23,5266.41,5403.28,5403.67,5262.9,997830000.0,-0.0253
2012-05-24,5350.05,5266.41,5371.75,5266.41,737280000.0,0.0159
2012-05-25,5351.53,5350.05,5385.17,5312.2,734360000.0,0.0003
2012-05-28,5356.34,5351.53,5413.83,5341.34,510690000.0,0.0009
2012-05-29,5391.14,5356.34,5404.66,5342.46,729590000.0,0.006500000000000001
2012-05-30,5297.28,5391.14,5391.14,5284.42,863480000.0,-0.0174
2012-05-31,5320.86,5297.28,5352.05,5272.66,1400000000.0,0.0045000000000000005
2012-06-01,5260.19,5320.86,5354.45,5229.76,1060000000.0,-0.011399999999999999
2012-06-06,5384.11,5260.19,5388.03,5260.19,1100000000.0,0.0236
2012-06-07,5447.79,5384.11,5494.54,5384.11,1030000000.0,0.0118
2012-06-08,5435.08,5447.79,5447.79,5381.83,916400000.0,-0.0023
2012-06-11,5432.37,5435.08,5536.27,5419.56,950510000.0,-0.0005
2012-06-12,5473.74,5432.37,5478.63,5414.64,890750000.0,0.0076
2012-06-13,5483.81,5473.74,5507.65,5436.67,831010000.0,0.0018
2012-06-14,5467.05,5483.81,5483.81,5424.4,985630000.0,-0.0031
2012-06-15,5478.81,5467.05,5522.87,5465.09,2310000000.0,0.0022
2012-06-18,5491.09,5478.81,5555.32,5461.08,879530000.0,0.0022
2012-06-19,5586.31,5491.09,5603.14,5491.03,816800000.0,0.0173
2012-06-20,5622.29,5586.31,5623.85,5566.0,903450000.0,0.0064
2012-06-21,5566.36,5622.29,5622.29,5564.79,785240000.0,-0.009899999999999999
2012-06-22,5513.69,5566.36,5566.36,5499.97,677910000.0,-0.0095
2012-06-25,5450.65,5513.69,5513.69,5435.46,716160000.0,-0.011399999999999999
2012-06-26,5446.96,5450.65,5476.5,5436.27,631700000.0,-0.0007000000000000001
2012-06-27,5523.92,5446.96,5525.14,5446.96,678490000.0,0.0141
2012-06-28,5493.06,5523.92,5533.75,5436.5,1030000000.0,-0.005600000000000001
2012-06-29,5571.15,5493.06,5619.65,5493.06,1060000000.0,0.014199999999999999
2012-07-02,5640.64,5571.15,5640.64,5571.15,696940000.0,0.0125
2012-07-03,5687.73,5640.64,5689.0,5636.05,795290000.0,0.0083
2012-07-04,5684.47,5687.73,5699.85,5669.73,445460000.0,-0.0006
2012-07-05,5692.63,5684.47,5727.45,5662.48,766720000.0,0.0014000000000000002
2012-07-06,5662.63,5692.63,5695.06,5647.47,602830000.0,-0.0053
2012-07-09,5627.33,5662.63,5669.75,5610.71,682350000.0,-0.0062
2012-07-10,5664.07,5627.33,5688.66,5622.29,607970000.0,0.006500000000000001
2012-07-11,5664.48,5664.07,5674.65,5625.6,606670000.0,0.0001
2012-07-12,5608.25,5664.48,5664.48,5588.84,667050000.0,-0.009899999999999999
2012-07-13,5666.13,5608.25,5675.62,5608.25,609270000.0,0.0103
2012-07-16,5662.43,5666.13,5670.6,5640.88,569290000.0,-0.0007000000000000001
2012-07-17,5629.09,5662.43,5676.47,5621.19,602760000.0,-0.0059
2012-07-18,5685.77,5629.09,5688.29,5624.54,669960000.0,0.0101
2012-07-19,5714.19,5685.77,5718.61,5685.77,711480000.0,0.005
2012-07-20,5651.77,5714.19,5714.19,5644.93,961830000.0,-0.0109
2012-07-23,5533.87,5651.77,5651.77,5510.92,691610000.0,-0.0209
2012-07-24,5499.23,5533.87,5556.63,5486.99,551200000.0,-0.0063
2012-07-25,5498.32,5499.23,5526.09,5478.02,621390000.0,-0.0002
2012-07-26,5573.16,5498.32,5594.51,5478.04,817690000.0,0.013600000000000001
2012-07-27,5627.21,5573.16,5631.0,5550.9,732790000.0,0.0097
2012-07-30,5693.63,5627.21,5706.47,5625.67,648630000.0,0.0118
2012-07-31,5635.28,5693.63,5695.54,5635.28,645790000.0,-0.0102
2012-08-01,5712.82,5635.28,5712.82,5632.97,554180000.0,0.0138
2012-08-02,5662.3,5712.82,5765.81,5657.25,805200000.0,-0.0088
2012-08-03,5787.28,5662.3,5794.01,5662.3,748570000.0,0.022099999999999998
2012-08-06,5808.77,5787.28,5837.61,5767.1,613100000.0,0.0037
2012-08-07,5841.24,5808.77,5841.24,5785.01,779690000.0,0.005600000000000001
2012-08-08,5845.92,5841.24,5845.92,5801.08,588920000.0,0.0008
2012-08-09,5851.51,5845.92,5860.16,5828.44,741080000.0,0.001
2012-08-10,5847.11,5851.51,5858.56,5827.71,466840000.0,-0.0008
2012-08-13,5831.88,5847.11,5852.79,5813.63,410230000.0,-0.0026
2012-08-14,5864.78,5831.88,5876.22,5831.88,627900000.0,0.005600000000000001
2012-08-15,5833.04,5864.78,5864.78,5822.25,560380000.0,-0.0054
2012-08-16,5834.51,5833.04,5846.7,5811.31,587030000.0,0.0003
2012-08-17,5852.42,5834.51,5854.72,5834.39,731770000.0,0.0031
2012-08-20,5824.37,5852.42,5857.5,5802.91,692840000.0,-0.0048
2012-08-21,5857.52,5824.37,5872.59,5824.37,501840000.0,0.005699999999999999
2012-08-22,5774.2,5857.52,5857.52,5771.22,535190000.00000006,-0.014199999999999999
2012-08-23,5776.6,5774.2,5809.26,5764.02,636110000.0,0.0004
2012-08-24,5776.6,5776.6,5791.39,5739.41,487760000.0,0.0
2012-08-28,5775.71,5776.6,5779.49,5749.75,524539999.99999994,-0.0002
2012-08-29,5743.53,5775.71,5775.76,5739.23,523480000.0,-0.005600000000000001
2012-08-30,5719.45,5743.53,5743.53,5705.65,479120000.0,-0.0042
2012-08-31,5711.48,5719.45,5763.77,5707.99,851660000.0,-0.0014000000000000002
2012-09-03,5758.41,5711.48,5758.41,5701.06,394560000.0,0.008199999999999999
2012-09-04,5672.01,5758.41,5758.41,5658.34,628710000.0,-0.015
2012-09-05,5657.86,5672.01,5675.91,5634.88,737250000.0,-0.0025
2012-09-06,5777.34,5657.86,5785.98,5657.86,1100000000.0,0.021099999999999997
2012-09-07,5794.8,5777.34,5807.57,5772.87,1270000000.0,0.003
2012-09-10,5793.2,5794.8,5806.79,5777.07,672890000.0,-0.0003
2012-09-11,5792.19,5793.2,5796.56,5764.22,779960000.0,-0.0002
2012-09-12,5782.08,5792.19,5821.24,5757.58,1100000000.0,-0.0017000000000000001
2012-09-13,5819.92,5782.08,5826.57,5770.26,819530000.0,0.006500000000000001
2012-09-14,5915.55,5819.92,5932.62,5819.92,1510000000.0,0.016399999999999998
2012-09-17,5893.52,5915.55,5915.68,5883.22,691680000.0,-0.0037
2012-09-18,5868.16,5893.52,5893.52,5837.52,802600000.0,-0.0043
2012-09-19,5888.48,5868.16,5894.39,5861.01,704140000.0,0.0034999999999999996
2012-09-20,5854.64,5888.48,5888.48,5824.36,656510000.0,-0.005699999999999999
2012-09-21,5852.62,5854.64,5887.57,5838.86,1200000000.0,-0.0003
2012-09-24,5838.84,5852.62,5852.62,5806.09,736970000.0,-0.0024
2012-09-25,5859.71,5838.84,5869.17,5828.34,737350000.0,0.0036
2012-09-26,5768.09,5859.71,5859.71,5751.35,685630000.0,-0.015600000000000001
2012-09-27,5779.42,5768.09,5804.09,5762.98,545050000.0,0.002
2012-09-28,5742.07,5779.42,5807.82,5740.52,745470000.0,-0.006500000000000001
2012-10-01,5820.45,5742.07,5843.54,5738.59,690290000.0,0.0137
2012-10-02,5809.45,5820.45,5840.36,5781.42,704900000.0,-0.0019
2012-10-03,5825.81,5809.45,5832.48,5785.0,606200000.0,0.0028000000000000004
2012-10-04,5827.78,5825.81,5854.16,5803.22,817160000.0,0.0003
2012-10-05,5871.02,5827.78,5885.57,5827.61,883080000.0,0.0074
2012-10-08,5841.74,5871.02,5871.02,5818.76,492220000.0,-0.005
2012-10-09,5810.25,5841.74,5856.42,5795.18,574470000.0,-0.0054
2012-10-10,5776.71,5810.25,5810.52,5776.71,681620000.0,-0.0058
2012-10-11,5829.75,5776.71,5846.3,5766.69,693360000.0,0.0092
2012-10-12,5793.32,5829.75,5829.75,5793.32,888090000.0,-0.0062
2012-10-15,5805.61,5793.32,5827.87,5786.03,695440000.0,0.0021
2012-10-16,5870.54,5805.61,5878.09,5805.61,877620000.0,0.011200000000000002
2012-10-17,5910.91,5870.54,5915.59,5868.68,903400000.0,0.0069
2012-10-18,5917.05,5910.91,5928.27,5896.49,869990000.0,0.001
2012-10-19,5896.15,5917.05,5919.73,5892.23,829320000.0,-0.0034999999999999996
2012-10-22,5882.91,5896.15,5911.03,5869.88,540270000.0,-0.0022
2012-10-23,5797.91,5882.91,5893.43,5788.96,654160000.0,-0.0144
2012-10-24,5804.78,5797.91,5823.24,5776.64,953710000.0,0.0012
2012-10-25,5805.05,5804.78,5840.57,5802.22,654440000.0,0.0
2012-10-26,5806.71,5805.05,5817.94,5753.31,622850000.0,0.0003
2012-10-29,5795.1,5806.71,5812.67,5763.51,432890000.0,-0.002
2012-10-30,5849.9,5795.1,5852.17,5794.92,403990000.0,0.0095
2012-10-31,5782.7,5849.9,5866.67,5782.7,874660000.0,-0.0115
2012-11-01,5861.92,5782.7,5866.76,5777.96,1040000000.0,0.0137
2012-11-02,5868.55,5861.92,5890.11,5844.3,855130000.0,0.0011
2012-11-05,5839.06,5868.55,5868.55,5825.55,565870000.0,-0.005
2012-11-06,5884.9,5839.06,5885.16,5839.06,774670000.0,0.0079
2012-11-07,5791.63,5884.9,5921.78,5789.43,922670000.0,-0.0158
2012-11-08,5776.05,5791.63,5824.36,5770.7,729280000.0,-0.0027
2012-11-09,5769.68,5776.05,5786.43,5715.23,708900000.0,-0.0011
2012-11-12,5767.27,5769.68,5795.25,5762.01,654360000.0,-0.0004
2012-11-13,5786.25,5767.27,5786.25,5710.99,950280000.0,0.0033
2012-11-14,5722.01,5786.25,5786.25,5719.61,865460000.0,-0.0111
2012-11-15,5677.75,5722.01,5722.01,5674.26,799770000.0,-0.0077
2012-11-16,5605.59,5677.75,5682.68,5605.59,939390000.0,-0.0127
2012-11-19,5737.66,5605.59,5739.74,5605.59,745280000.0,0.0236
2012-11-20,5748.1,5737.66,5751.82,5706.7,803270000.0,0.0018
2012-11-21,5752.03,5748.1,5760.12,5727.86,640010000.0,0.0007000000000000001
2012-11-22,5791.03,5752.03,5796.47,5752.03,511820000.0,0.0068000000000000005
2012-11-23,5819.14,5791.03,5830.53,5781.43,427500000.0,0.0049
2012-11-26,5786.72,5819.14,5819.14,5773.86,601950000.0,-0.005600000000000001
2012-11-27,5799.71,5786.72,5823.18,5786.72,659090000.0,0.0022
2012-11-28,5803.28,5799.71,5808.34,5755.23,610190000.0,0.0006
2012-11-29,5870.3,5803.28,5883.98,5803.28,652940000.0,0.0115
2012-11-30,5866.82,5870.3,5904.39,5860.27,699160000.0,-0.0006
2012-12-03,5871.24,5866.82,5902.0,5859.56,512049999.99999994,0.0008
2012-12-04,5869.04,5871.24,5885.36,5852.88,596030000.0,-0.0004
2012-12-05,5892.08,5869.04,5902.66,5869.04,610550000.0,0.0039000000000000003
2012-12-06,5901.42,5892.08,5923.91,5889.65,637070000.0,0.0016
2012-12-07,5914.4,5901.42,5923.11,5889.92,584100000.0,0.0022
2012-12-10,5921.63,5914.4,5923.97,5891.33,463900000.0,0.0012
2012-12-11,5924.97,5921.63,5937.93,5908.32,514659999.99999994,0.0006
2012-12-12,5945.85,5924.97,5948.5,5915.91,629910000.0,0.0034999999999999996
2012-12-13,5929.61,5945.85,5947.85,5918.57,557270000.0,-0.0027
2012-12-14,5921.76,5929.61,5944.5,5915.34,529960000.00000006,-0.0013
2012-12-17,5912.15,5921.76,5923.92,5881.01,533510000.0,-0.0016
2012-12-18,5935.9,5912.15,5946.41,5911.1,664060000.0,0.004
2012-12-19,5961.59,5935.9,5977.82,5935.9,743380000.0,0.0043
2012-12-20,5958.34,5961.59,5970.87,5950.07,596570000.0,-0.0005
2012-12-21,5939.99,5958.34,5958.34,5894.1,933060000.0,-0.0031
2012-12-24,5954.18,5939.99,5957.69,5937.1,149880000.0,0.0024
2012-12-27,5954.3,5954.18,5997.04,5942.44,340700000.0,0.0
2012-12-28,5925.37,5954.3,5975.97,5915.32,306910000.0,-0.0049
2012-12-31,5897.81,5925.37,5925.43,5873.43,164640000.0,-0.004699999999999999
