,Date,Close,Open,High,Low,Volume,Change,date,open,close,high,low,volume,close_ma5,volume_ma5,close_ma5_ratio,volume_ma5_ratio,close_ma10,volume_ma10,close_ma10_ratio,volume_ma10_ratio,close_ma20,volume_ma20,close_ma20_ratio,volume_ma20_ratio,close_ma60,volume_ma60,close_ma60_ratio,volume_ma60_ratio,close_ma120,volume_ma120,close_ma120_ratio,volume_ma120_ratio,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,volume_lastvolume_ratio,mbb,stddev,ubb,lbb,perb,bw,MACD_short,MACD_long,MACD,MACD_signal,MACD_ratio,U,D,RSI,Stochastic,slow_k,slow_d,perb_ma5,perb_ma10,perb_ma20,perb_ma60,perb_ma120,bw_ma5,bw_ma10,bw_ma20,bw_ma60,bw_ma120,MACD_ratio_ma5,MACD_ratio_ma10,MACD_ratio_ma20,MACD_ratio_ma60,MACD_ratio_ma120,RSI_ma5,RSI_ma10,RSI_ma20,RSI_ma60,RSI_ma120,slow_k_ma5,slow_k_ma10,slow_k_ma20,slow_k_ma60,slow_k_ma120,slow_d_ma5,slow_d_ma10,slow_d_ma20,slow_d_ma60,slow_d_ma120
0,2011-11-04,1895.86,1876.38,1896.54,1870.23,90460.0,0.034,2011-11-04,1876.38,1895.86,1896.54,1870.23,90460.0,1857.304,89044.0,-0.046144303786563846,0.34933291406495665,1847.393,80612.0,-0.006903241486787018,-0.10931374981392349,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,0.0,0.0003586762735645373,-0.01351893072273263,0.0,0.0,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1836.8458333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,0.0,12.169999999999845,0.32972161636060926,0.9741543139490664,0.9741543139490664,0.5135241710889208,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.3625763739351272,0.44171193588052154,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.3047047825732419,0.37517883282077963,0.3865846783607295,0.584871210095624,0.5914505441597503
1,2011-11-07,1883.69,1898.09,1898.09,1878.64,70380.0,-0.0064,2011-11-07,1898.09,1883.69,1898.09,1878.64,70380.0,1857.304,89044.0,-0.046144303786563846,0.34933291406495665,1847.393,80612.0,-0.006903241486787018,-0.10931374981392349,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,0.0011762471912483085,0.007644569966395672,-0.0026809082173818166,-0.006419250366588169,-0.22197656422728276,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1836.8458333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,0.0,12.169999999999845,0.32972161636060926,0.483129935391245,0.483129935391245,0.5135241710889208,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.3625763739351272,0.44171193588052154,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.3047047825732419,0.37517883282077963,0.3865846783607295,0.584871210095624,0.5914505441597503
2,2011-11-08,1864.19,1891.37,1891.66,1861.11,68170.0,-0.0104,2011-11-08,1891.37,1864.19,1891.66,1861.11,68170.0,1857.304,89044.0,-0.046144303786563846,0.34933291406495665,1847.393,80612.0,-0.006903241486787018,-0.10931374981392349,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,0.0040771039820776435,0.014735622441918488,-0.001652192104882096,-0.010352021829494237,-0.03140096618357488,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1836.8458333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,0.0,19.5,0.32972161636060926,0.08328826392645086,0.08328826392645086,0.5135241710889208,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.3625763739351272,0.44171193588052154,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.3047047825732419,0.37517883282077963,0.3865846783607295,0.584871210095624,0.5914505441597503
3,2011-11-09,1871.18,1886.89,1891.46,1861.13,96060.0,0.0037,2011-11-09,1886.89,1871.18,1891.46,1861.13,96060.0,1857.304,89044.0,-0.046144303786563846,0.34933291406495665,1847.393,80612.0,-0.006903241486787018,-0.10931374981392349,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,0.012176870383383692,0.010838080783249058,-0.005370942399982874,0.003749617796469249,0.40912424820302185,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1836.8458333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,6.990000000000009,-0.0,0.32972161636060926,0.27230935640887394,0.27230935640887394,0.2795758519088566,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.3625763739351272,0.44171193588052154,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.3047047825732419,0.37517883282077963,0.3865846783607295,0.584871210095624,0.5914505441597503
4,2011-11-10,1771.6,1824.69,1826.6,1771.6,120150.0,-0.0532,2011-11-10,1824.69,1771.6,1826.6,1771.6,120150.0,1857.304,89044.0,-0.046144303786563846,0.34933291406495665,1847.393,80612.0,-0.006903241486787018,-0.10931374981392349,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,-0.024845284793552736,0.031045382704899527,0.0,-0.053217755640825655,0.25078076202373517,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1836.8458333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,0.0,99.58000000000015,0.32972161636060926,0.0,0.0,0.11853254011177493,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.3625763739351272,0.44171193588052154,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.3047047825732419,0.37517883282077963,0.3865846783607295,0.584871210095624,0.5914505441597503
5,2011-11-11,1824.29,1799.8,1824.93,1781.49,73780.0,0.0297,2011-11-11,1799.8,1824.29,1824.93,1781.49,73780.0,1842.9900000000002,85708.0,-0.0101465553258565,-0.1391702058150931,1847.393,80612.0,-0.006903241486787018,-0.10931374981392349,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,0.0159178144050576,0.0003508214154548345,-0.023461182158538367,0.029741476631293777,-0.3859342488555972,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1836.8458333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,52.690000000000055,-0.0,0.32972161636060926,0.4165546683532299,0.4165546683532299,0.22962134158736794,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.2510564448159599,0.44171193588052154,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.3047047825732419,0.37517883282077963,0.3865846783607295,0.584871210095624,0.5914505441597503
6,2011-11-14,1863.97,1849.85,1869.71,1849.85,71850.0,0.0218,2011-11-14,1849.85,1863.97,1869.71,1849.85,71850.0,1839.0459999999998,86002.0,0.013552678943321813,-0.16455431269040255,1847.393,80612.0,-0.006903241486787018,-0.10931374981392349,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,0.014010930279725234,0.0030794487035735603,-0.007575229215062537,0.021750927758196374,-0.026158850637029007,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1836.8458333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,39.680000000000064,-0.0,0.32972161636060926,0.7302553561546377,0.7302553561546377,0.3822700081692892,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.30048152896863844,0.44171193588052154,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.3047047825732419,0.37517883282077963,0.3865846783607295,0.584871210095624,0.5914505441597503
7,2011-11-15,1847.92,1848.56,1861.33,1839.05,64450.0,-0.0086,2011-11-15,1848.56,1847.92,1861.33,1839.05,64450.0,1835.7920000000001,85258.0,0.006606412926954648,-0.24405920852002158,1847.393,80612.0,-0.006903241486787018,-0.10931374981392349,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,-0.008267300439384798,0.007256807654010917,-0.004799991341616584,-0.008610653604939969,-0.10299234516353514,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1836.8458333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,0.0,16.049999999999955,0.32972161636060926,0.6033678551664176,0.6033678551664176,0.5833926265580951,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.40449744721663183,0.44171193588052154,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.31867847366707674,0.37517883282077963,0.3865846783607295,0.584871210095624,0.5914505441597503
8,2011-11-16,1816.59,1859.17,1873.73,1812.37,79020.0,-0.017,2011-11-16,1859.17,1816.59,1873.73,1812.37,79020.0,1824.8739999999998,81850.0,-0.004539491493659222,-0.034575442883323156,1847.393,80612.0,-0.006903241486787018,-0.10931374981392349,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,0.0060879258842374126,0.03145453844841164,-0.002323033816106016,-0.016954197151391917,0.226066718386346,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1836.8458333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,0.0,31.330000000000155,0.32972161636060926,0.3556802909320895,0.3556802909320895,0.5631011674177149,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.42117163412127495,0.44171193588052154,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.3753835367688484,0.37517883282077963,0.3865846783607295,0.584871210095624,0.5914505441597503
9,2011-11-17,1834.64,1823.3,1836.32,1794.59,71800.0,0.0098999999999999,2011-11-17,1823.3,1834.64,1836.32,1794.59,71800.0,1837.482,72180.0,-0.0015466818178354242,-0.005264616237184816,1847.393,80612.0,-0.006903241486787018,-0.10931374981392349,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,0.0036937338639979503,0.0009157109841711923,-0.02182989578336904,0.009936199142349228,-0.09136927360161984,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1836.8458333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,18.050000000000182,-0.0,0.32972161636060926,0.4983793185232049,0.4983793185232049,0.485809154873904,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.5208474978259159,0.44171193588052154,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.4488388597212742,0.37517883282077963,0.3865846783607295,0.584871210095624,0.5914505441597503
10,2011-11-18,1794.53,1796.86,1808.04,1789.01,65150.00000000001,-0.0219,2011-11-18,1796.86,1794.53,1808.04,1789.01,65150.00000000001,1831.5300000000002,70454.0,-0.02020168929801872,-0.07528316348255588,1837.2599999999998,78081.0,-0.023257459477700377,-0.1656100715923207,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,-0.02059259582261381,0.007528433628861034,-0.0030760143324435824,-0.021862599747089415,-0.0926183844011141,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1836.8458333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,0.0,40.11000000000013,0.32972161636060926,0.18127915250217458,0.18127915250217458,0.34511292065248966,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.47379239465570483,0.3624244197358324,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.47193717553429854,0.37517883282077963,0.3865846783607295,0.584871210095624,0.5914505441597503
11,2011-11-21,1773.69,1787.33,1787.33,1763.91,54580.0,-0.0116,2011-11-21,1787.33,1773.69,1787.33,1763.91,54580.0,1813.4740000000002,67000.0,-0.021938004073948733,-0.1853731343283582,1826.2600000000002,76501.0,-0.028785605554521348,-0.286545273917988,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,-0.004012192607535146,0.007690182613647183,-0.005513928589550582,-0.011613068602921054,-0.1622409823484268,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1836.8458333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,0.0,20.839999999999918,0.32972161636060926,0.07288716649277079,0.07288716649277079,0.25084854583938343,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.34231875672333145,0.32140014284598495,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.4456528830683174,0.37517883282077963,0.3865846783607295,0.584871210095624,0.5914505441597503
12,2011-11-22,1782.82,1752.83,1788.41,1752.2,54380.0,0.0051,2011-11-22,1752.83,1782.82,1788.41,1752.2,54380.0,1800.4540000000002,64986.0,-0.009794196352697841,-0.1632043824823808,1818.123,75122.0,-0.01941727814894818,-0.2761108596682729,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,-0.011760792472190815,0.00313548198920819,-0.017175037300456518,0.005147460943005757,-0.003664345914254306,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1827.4258333333335,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,9.129999999999882,-0.0,0.32972161636060926,0.20988415929810075,0.20988415929810075,0.1546834927643487,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.26362201754966813,0.33405973238314995,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.3599110563095681,0.33929476498832245,0.3865846783607295,0.584871210095624,0.5914505441597503
13,2011-11-23,1736.6,1775.0,1775.0,1734.52,64940.0,-0.0259,2011-11-23,1775.0,1736.6,1775.0,1734.52,64940.0,1784.4560000000001,62170.0,-0.026818257216765343,0.0445552517291298,1804.6650000000002,72010.0,-0.03771614122288639,-0.09818080822108041,1817.4315,74698.0,0.04017125267169637,0.6987067926852124,1836.1791666666666,66106.66666666667,0.05236462491178468,0.15298507462686559,1918.09725,65081.75,0.03327920416965304,-0.15229691887510707,-0.004386309330162291,0.022112173212023547,-0.0011977427156512307,-0.025925219595921086,0.19418904008826773,1817.4315,51.15402914367149,1919.7395582873428,1715.123441712657,0.8568071822600138,0.11258532526518097,1815.1683333333333,1831.3303846153844,6.421282051282333,21.206659544159542,-0.006612403759464398,0.0,46.22000000000003,0.32972161636060926,0.012716268264351214,0.012716268264351214,0.09849586468507426,0.8375728111966441,0.7205692851285522,0.5427612787779738,0.687443475691569,0.5464780856344187,0.11348205918269645,0.11541168618358726,0.11325106994300368,0.09206187688344615,0.07178882569690855,-0.009832181406709559,-0.00960018372601607,-0.002084121061053716,-0.0004973978048262238,-0.0007744332179489918,0.41223898689705213,0.4880401104263976,0.512214167209313,0.5781327743465362,0.5346090887777915,0.19502921301612045,0.30810042356869766,0.38018167029659733,0.5839386993225466,0.5934326664376653,0.26698999576304006,0.3211867662659442,0.3865846783607295,0.584871210095624,0.5914505441597503
